Lost,Total Datagrams,Loss Rate (%)
0,70019,0
0,70049,0
0,69971,0
0,70047,0
1454,70043,2.076070629
-1454,70003,-2.077053841
0,70055,0
0,70020,0
0,70052,0
0,69984,0
0,70039,0
0,70041,0
0,70033,0
0,70020,0
0,70041,0
0,69988,0
0,70050,0
0,70051,0
0,69995,0
1196,70044,1.707704906
-1196,70033,-1.707766339
0,70041,0
0,69995,0
0,70030,0
8,70032,0.011423349
-8,70053,-0.011419925
0,70005,0
0,70043,0
0,70004,0
0,70043,0
0,70041,0
0,70024,0
0,70009,0
0,70040,0
1199,70029,1.713453465
-1199,70012,-1.712563561
0,70036,0
0,70011,0
0,70068,0
0,70005,0
0,70034,0
0,70034,0
0,70017,0
0,70028,0
0,70022,0
0,70063,0
0,70015,0
0,69997,0
0,70053,0
1628,70004,2.325913242
-1628,70070,-2.323390895
0,70007,0
0,70049,0
0,70027,0
0,70020,0
0,70026,0
0,70018,0
0,70029,0
0,70030,0
0,70005,0
0,70019,0
0,70050,0
0,70062,0
0,70014,0
1196,70008,1.708705878
-1196,70019,-1.708107799
0,70022,0
0,70036,0
0,70035,0
0,70026,0
0,70057,0
0,70024,0
0,69978,0
0,70069,0
0,70044,0
0,69992,0
0,70043,0
0,70007,0
0,70060,0
1181,70024,1.687652419
-1181,69998,-1.687191063
0,70064,0
0,70022,0
0,70003,0
0,70055,0
0,70025,0
0,70001,0
7,70038,0.011422045
-7,70060,-0.009991436
0,69996,0
0,70040,0
7,70022,0.011424654
-7,70054,-0.009992292
0,70003,0
1211,70040,1.730421543
-1211,70006,-1.729851727
0,70043,0
0,70043,0
0,70003,0
0,70025,0
0,70027,0
0,70010,0
0,70074,0
0,70021,0
0,70020,0
7,69441,0.011423349
-7,70605,-0.009914312
0,70032,0
0,70030,0
1199,70035,1.71242354
-1199,70041,-1.711854485
0,70008,0
0,70024,0
8,70043,0.011423349
-8,69995,-0.011429388
0,70071,0
0,70000,0
0,70055,0
0,69967,0
0,70047,0
0,70041,0
0,70055,0
0,70001,0
0,70045,0
1196,70022,1.708877024
-1196,70030,-1.707839497
0,70019,0
0,70015,0
0,70027,0
8,70034,0.01142596
-8,70035,-0.01142286
0,70036,0
0,70020,0
0,70026,0
0,70060,0
7,69993,0.011424654
-7,70032,-0.009995431
0,70032,0
0,70033,0
1247,70024,1.781879306
-1247,70030,-1.780665429
0,70057,0
0,70026,0
7,70012,0.011412919
-7,70017,-0.009997572
0,70017,0
0,70041,0
7,70028,0.011423349
-7,70043,-0.009993861
0,70038,0
0,70007,0
0,70015,0
0,70051,0
0,70022,0
1194,70002,1.7062784
-1194,70069,-1.704034594
0,69984,0
0,70025,0
0,70040,0
0,70037,0
0,70023,0
0,70029,0
0,70034,0
0,70029,0
0,69999,0
0,70075,0
0,69992,0
0,70038,0
0,70046,0
1202,70001,1.717506379
-1202,70068,-1.715476394
0,69992,0
0,70036,0
0,70052,0
0,70011,0
0,70018,0
0,70031,0
0,70035,0
0,70031,0
0,70029,0
0,70039,0
0,70018,0
0,70055,0
0,70003,0
1208,70041,1.725606651
-1208,70007,-1.725541732
0,70043,0
0,70035,0
0,70000,0
0,70011,0
0,70036,0
0,70036,0
0,70062,0
0,70000,0
0,70013,0
0,70067,0
0,69996,0
0,70003,0
0,70047,0
1212,70044,1.731385346
-1212,70022,-1.730884579
0,70009,0
0,70037,0
0,70039,0
0,70023,0
0,70029,0
0,70014,0
0,70069,0
0,70001,0
0,70041,0
0,70024,0
0,70048,0
0,70033,0
0,69976,0
1211,70055,1.72979095
-1211,70021,-1.729481156
0,70054,0
0,70018,0
0,70024,0
0,70020,0
0,70043,0
0,69994,0
0,70059,0
0,70004,0
0,70016,0
0,70040,0
0,70052,0
0,69993,0
0,70026,0
1201,70045,1.715675773
-1201,70054,-1.714391755
0,69997,0
0,70029,0
0,70046,0
0,69995,0
0,70050,0
0,70037,0
0,70019,0
0,70061,0
0,70018,0
0,70015,0
0,70030,0
0,70050,0
0,70021,0
0,70011,0
